species,corolla_tube_length,total_large_anther_length,PC1_corolla,PC2_corolla,PC1_anther,PC2_anther
Erica_rusticula,0,,0.103375113,-0.200379232,,
Erica_ruwenzoriensis,,,-0.006986527,-0.022034454,0.290953433,0.010269702
Erica_sacciflora,2.867898902,,-0.165602355,0.021157134,,
Erica_salteri,,,0.193830713,-0.164371507,,
Erica_schelpeorum,1.446918983,0.09531018,0.275496545,0.053618203,0.079945126,-0.015174618
Erica_schlechteri,1.526056303,,,,,
Erica_scoparia,1.011600912,,,,,
Erica_scytophylla,0.955511445,,0.113334848,0.100528308,0.044682585,0.045375106
Erica_secundiflora,1.386294361,0,,,,
Erica_senilis,,,0.172151843,0.022510896,,
Erica_seriphiifolia,,,,,0.116726364,0.041585583
Erica_serrata,0.405465108,-0.223143551,0.093622546,-0.046069489,0.137573975,0.016473905
Erica_sessiliflora,,,-0.212090802,-0.002617896,0.028577003,-0.123786877
Erica_setacea,,,0.190787404,-0.115772786,,
Erica_shannonii,3.091042453,,,,,
Erica_sicula,2.014903021,,,,,
Erica_silvatica,,,-0.146825319,0.029606833,,
Erica_similis,1.178654996,0,-0.253931065,-0.014661245,-0.036690451,-0.024999352
Erica_sitiens,1.85629799,,,,,
Erica_sparrmannii,2.917770732,,,,,
Erica_sparsa,-0.356674944,,0.1263551,-0.239797443,,
Erica_spectabilis,,,0.179747078,0.11047122,0.312323635,0.003069973
Erica_sphaerocephala,1.704748092,-0.287682072,0.122791008,0.078324589,0.206530123,-0.074951516
Erica_spiculifolia,0.693147181,,,,0.074240268,-0.005317329
Erica_spumosa,0.741937345,,,,-0.060191885,0.002433394
Erica_stagnalis,3.275634159,0.667829373,-0.262540997,-0.011305919,0.030598126,0.018913777
Erica_stokeanthus,0.693147181,0.223143551,,,0.033495573,-0.004169043
Erica_stokoeanthus,,,0.142946528,0.013298436,-0.001506975,-0.005582499
Erica_strigilifolia,,,-0.196855681,-0.00665749,0.027391966,-0.011446004
Erica_subcapitata,0.300104592,-0.162518929,0.225493373,0.020107358,0.218341924,-0.002502245
Erica_swaziensis,1.098612289,-0.510825624,0.00193122,0.078678873,0.169580689,-0.059826492
Erica_syngenesia,,,0.156070273,0.11924884,,
Erica_tarantulae,1.504077397,-0.356674944,0.037657305,-0.072628826,0.200456648,-0.068012193
Erica_taxifolia,,,,,0.187523472,-0.014604351
Erica_taylorii,2.014903021,0.09531018,-0.108966956,0.046377147,0.143984424,0.043040617
Erica_tegetiformis,1.264126727,0.262364264,,,0.093661215,0.067918199
Erica_tenuifolia,,,0.010513546,0.094937247,0.042797464,0.067668206
Erica_tenuis,,,0.141131443,-0.245106016,0.306039994,-0.006329273
Erica_terminalis,1.791759469,,,,,
Erica_terniflora,0.139761942,-0.223143551,0.113660516,-0.178180371,0.086639194,-0.024228597
Erica_tetralix,1.871802177,,-0.040487518,0.049839436,0.155475661,0.008116473
Erica_thamnoides,1.098612289,0.182321557,-0.043549363,-0.029607155,-0.005845265,-0.037863655
Erica_thimifolia,1.098612289,,0.033002732,-0.016378732,-0.079581058,-0.029120845
Erica_thodei,1.252762968,,,,,
Erica_thomae,,,-0.2417095,-0.009790474,-0.165314477,-0.039308544
Erica_thunbergii,1.252762968,,0.04973624,0.065559998,-0.09344661,-0.077168192
Erica_totta,1.16315081,-0.105360516,0.059750144,0.088401307,0.17272098,0.040533599
Erica_trachysantha,,,0.146866005,-0.083562492,,
Erica_tragomontana,1.10856262,-0.15082289,,,0.10486642,0.010353023
Erica_tumida,2.850706502,,-0.217470418,0.006494204,,
Erica_turneri,1.252762968,-0.105360516,0.184188589,-0.169469564,0.190086642,-0.080074505
Erica_uberiflora,1.252762968,-0.798507696,-0.202249251,-0.002228708,-0.153958954,-0.009078834
Erica_umbellata,1.504077397,,,,,
Erica_umbratica,1.386294361,0.587786665,0.082557279,0.113681204,0.31429405,0.034421157
Erica_urceolata,0,-0.916290732,0.017096157,-0.009558315,0.176040557,-0.049905178
Erica_urna-viridis,2.219203484,,0.043576119,0.099857077,,
Erica_ustulescens,0.993251773,,0.037162741,0.092449698,,
Erica_vagans,1.098612289,,0.149481791,0.02511714,0.144892561,-0.051077
Erica_vallis-fluminis,1.011600912,-0.510825624,0.07774669,-0.151887021,0.025943865,-0.00561702
Erica_veitchii,,,,,0.120926092,-0.011462117
Erica_velatiflora,0.405465108,0,0.175836253,-0.102399001,0.119376356,-0.018043781
Erica_ventricosa,2.104134154,,-0.152583195,0.03318764,0.152599957,0.003808426
Erica_venustiflora,1.252762968,0,-0.230180316,-0.000647824,-0.084713947,-0.018793752
Erica_vernicosa,1.504077397,0.336472237,-0.006819635,0.070015631,0.022793581,-0.068112838
Erica_versicolor,,,-0.253937913,-0.025438036,-0.05200118,0.01718128
Erica_verticillata,2.857618971,0.173953307,-0.222497355,0.01164325,0.137984724,-0.119776883
Erica_vestita,2.975529566,,,,,
Erica_viminalis,1.252762968,-0.693147181,0.070835124,0.091237964,0.374726822,-0.006685068
Erica_viridiflora,2.944438979,,-0.199772286,0.011640881,-0.066700142,0.02882816
Erica_viridimontana,3.17805383,0.405465108,-0.228145923,0.000804236,0.179747093,0.040021577
Erica_viscaria,1.945910149,,-0.2386573,-0.000182388,,
Erica_viscosissima,1.252762968,0.336472237,0.001120862,0.069041229,-0.084091847,-0.006306577
Erica_vlokii,1.178654996,-0.223143551,0.037425906,0.021666447,,
Erica_volkii,,,,,0.311488541,-0.012825076
Erica_williamsiorum,0.875468737,-0.105360516,-0.087871175,0.011091432,,
Erica_williamsorum,,,,,0.083886598,-0.034708477
Erica_woodii,0.09531018,,0.193715065,-0.125962355,0.29609221,-0.099681986
Erica_xanthina,2.820187701,0.262364264,-0.083856261,0.017003289,,
Erica_xeranthemifolia,1.609437912,0.916290732,0.004902224,0.076385676,-0.196691072,-0.011247146
Erica_zeyheriana,0.693147181,-0.287682072,-0.016649256,0.036514799,0.077726372,0.022871351
Eubotryoides_grayana,0.965080896,,,,,
Eubotrys_racemosa,1.981001469,0.405465108,-0.063413754,0.065840267,,
Eubotrys_recurva,2.079441542,,-0.073178143,0.051410326,-0.137574182,0.014465116
Gaultheria_abbreviata,1.504077397,,0.137562255,-0.067704359,,
Gaultheria_acuminata,1.757857918,0.693147181,,,,
Gaultheria_amoena,2.140066163,0.182321557,0.105220503,0.091694995,0.054438021,0.052001361
Gaultheria_antarctica,1.098612289,,0.146352809,-0.006137937,0.041912175,0.063211643
Gaultheria_appressa,1.504077397,,,,,
Gaultheria_borneensis,1.609437912,,0.066413697,0.07651681,0.004883946,0.075682955
Gaultheria_bracteata,1.945910149,0.587786665,0.126930649,0.126476563,,
Gaultheria_bradeana,1.011600912,-0.223143551,,,,
Gaultheria_buxifolia,1.658228077,0,0.297627454,0.105293021,0.070456223,0.023460405
Gaultheria_caespitosa,1.504077397,,0.075305513,0.004470017,0.067429581,0.09984379
Gaultheria_cardiosepala,1.386294361,0,,,,
Gaultheria_colensoi,,,0.176466146,0.031402692,,
Gaultheria_corvensis,1.111857515,0.378436436,,,-0.124531695,0.087589831
Gaultheria_cuneata,1.504077397,0,0.14205297,0.080285351,,
Gaultheria_depressa,,,0.165442785,-0.050015432,,
Gaultheria_discolor,1.504077397,0.139761942,,,,
Gaultheria_dolichopoda,1.609437912,,,,,
Gaultheria_domingensis,1.791759469,0.09531018,,,,
Gaultheria_dumicola,1.252762968,0,,,,
Gaultheria_eciliata,1.252762968,-0.510825624,,,,
Gaultheria_erecta,1.832581464,0.693147181,,,-0.019611852,0.015109769
Gaultheria_eriophylla,1.791759469,0.262364264,0.078851673,0.108741806,0.156594725,0.021393452
Gaultheria_foliolosa,1.504077397,0.182321557,0.19194771,0.117935899,-0.030366437,0.004878044
Gaultheria_fragrantissima,1.504077397,0.223143551,0.147878299,0.098125291,,
Gaultheria_glomerata,1.704748092,0.09531018,0.005523278,0.060825629,,
Gaultheria_gracilis,1.791759469,0.139761942,0.067085702,0.100950941,0.074736264,0.011237789
Gaultheria_griffithiana,1.609437912,0.262364264,0.159529554,-0.03816419,,
Gaultheria_hapalotricha,1.871802177,0.993251773,,,,
Gaultheria_heteromera,,,0.182945126,0.062673324,,
Gaultheria_hispidula,-0.097061713,,0.118400621,0.045700572,0.06739463,0.013822963
Gaultheria_hookeri,1.504077397,0,,,,
Gaultheria_humifusa,0,,0.148174006,-0.167118934,0.170587091,0.063425834
Gaultheria_hypochlora,1.32175584,-0.356674944,,,,
Gaultheria_insana,1.945910149,0.470003629,0.188174131,0.082207762,-0.016287512,0.013912225
Gaultheria_insipida,1.749199855,0.223143551,0.114497681,0.092541702,,
Gaultheria_itatiaiae,1.85629799,0.559615788,,,,
Gaultheria_jingdongensis,,,0.135590428,-0.172915482,,
Gaultheria_lanceolata,,,0.08403397,0.09530141,0.182166105,-0.043100412
Gaultheria_lanigera,2.014903021,0.741937345,0.19489403,0.115700051,0.022752448,0.028563229
Gaultheria_leucocarpa,1.504077397,0.139761942,0.094721683,-0.078155774,,
Gaultheria_lohitiensis,1.609437912,,0.061379679,0.0759653,,
Gaultheria_macrostigma,,,0.041329094,0.05839468,0.09668594,0.01760804
Gaultheria_malayana,1.386294361,0.693147181,,,,
Gaultheria_megalodonta,1.871802177,0.223143551,0.155450576,0.101882353,0.09842998,-0.00674942
Gaultheria_mucronata,1.609437912,0,0.187915663,0.089641201,,
Gaultheria_myrtilloides,1.178654996,0.09531018,,,,
Gaultheria_notabilis,1.704748092,-0.105360516,0.110961469,0.009991469,,
Gaultheria_nubigena,1.609437912,,,,,
Gaultheria_nummularioides,1.704748092,0.336472237,0.121626383,0.059133554,0.096053661,0.047720593
Gaultheria_oppositifolia,,,0.130545093,0.04966507,0.096838402,0.042930912
Gaultheria_ovatifolia,1.252762968,,0.109617791,-0.082650277,0.171293038,0.083900077
Gaultheria_paniculata,1.252762968,,0.09912735,0.065304155,,
Gaultheria_paucinervia,1.558144618,0.09531018,0.203844817,0.102211235,,
Gaultheria_phillyreifolia,1.386294361,,,,,
Gaultheria_poeppigii,1.098612289,,0.126040691,-0.01293694,-0.111277471,0.016718952
Gaultheria_praticola,1.558144618,0.223143551,,,,
Gaultheria_procumbens,2.197224577,,0.110736016,0.092209524,0.026834489,-0.003146944
Gaultheria_prostrata,1.386294361,,,,,
Gaultheria_pseudonotabilis,2.079441542,0.559615788,0.143739197,-0.125354302,,
Gaultheria_pumila,1.098612289,,0.163249181,0.040625274,,
Gaultheria_pyrolifolia,1.504077397,0.09531018,,,,
Gaultheria_pyroloides,1.704748092,,0.198924133,-0.016870401,0.044873553,0.006513172
Gaultheria_reticulata,1.749199855,0,0.218683674,0.062969215,,
Gaultheria_rupestris,,,0.135367913,0.057171914,0.141004563,0.025336618
Gaultheria_schultesii,2.282382386,0.810930216,,,,
Gaultheria_sclerophylla,1.791759469,0.336472237,0.121442119,0.109192919,,
Gaultheria_semi-infera,1.011600912,,,,,
Gaultheria_serrata,2.014903021,0.500775288,0.139016891,0.11721156,0.091471878,0.025946938
Gaultheria_shallon,2.014903021,,0.124932841,0.090025638,0.152113404,0.004541662
Gaultheria_sinensis,1.386294361,-0.994252273,,,,
Gaultheria_sleumeriana,1.791759469,0.741937345,0.071461798,0.085208353,-0.10503521,0.017484574
Gaultheria_steyermarkii,1.871802177,0.693147181,0.045245254,0.072498082,-0.011998375,-0.00447234
Gaultheria_straminea,,,0.060820201,0.096136947,,
Gaultheria_strigosa,2.014903021,0.530628251,,,,
Gaultheria_suborbicularis,0.916290732,-0.916290732,,,,
Gaultheria_tasmanica,,,0.178614966,-0.066005593,0.216280437,-0.000301174
Gaultheria_tenuifolia,1.386294361,,,,,
Gaultheria_thymifolia,1.252762968,-0.223143551,,,,
Gaultheria_tomentosa,1.704748092,0.182321557,0.03424134,0.059619123,0.1240276,-0.002470079
Gaultheria_trichophylla,1.178654996,-0.597837001,,,,
Gaultheria_trigonoclada,1.609437912,0.173953307,0.09660989,0.113368275,,
Gaultheria_vaccinioides,1.832581464,0.048790164,,,,
Gaultheria_wardii,1.32175584,-0.162518929,0.146316389,0.097343014,,
Gaylussacia_amoena,2.079441542,1.190887565,,,,
Gaylussacia_baccata,1.504077397,,0.088771388,0.083488156,-0.16233575,0.006634354
Gaylussacia_brachycera,1.386294361,,,,,
Gaylussacia_brasiliensis,2.079441542,0.336472237,0.139587251,0.08587208,-0.272457986,-0.066020968
Gaylussacia_chamissonis,1.791759469,0.916290732,0.119142821,0.009623167,-0.243889859,-0.061136037
Gaylussacia_decipiens,1.871802177,-1.203972804,,,,
Gaylussacia_densa,,,-0.064517697,0.043144429,-0.287237997,-0.103483234
Gaylussacia_dumosa,1.386294361,,0.129794423,0.051135454,,
Gaylussacia_fasciculata,1.609437912,1.435084525,,,,
Gaylussacia_frondosa,1.386294361,,-0.035626554,0.050684914,,
Gaylussacia_incana,1.609437912,,0.019497721,-0.032347775,-0.278067815,-0.021331294
Gaylussacia_jordanensis,,,0.086728031,-0.056061417,-0.278088256,0.017663441
Gaylussacia_loxensis,,,-0.036944235,0.065731562,-0.264478371,-0.018922722
Gaylussacia_mosieri,2.00148,,,,,
Gaylussacia_nana,1.386294361,,,,,
Gaylussacia_paranaensis,1.609437912,0.712949808,0.082572029,0.01030076,-0.160094361,-0.049876432
Gaylussacia_tomentosa,1.386294361,,,,,
Gaylussacia_ursina,1.504077397,,0.038545424,0.038821174,,
Gaylussacia_virgata,1.609437912,,,,,
Gonocalyx_almedae,3.258096538,2.917770732,-0.243060799,0.000594163,,
Gonocalyx_amplexicaulis,2.397895273,2.197224577,0.162878345,0.057404278,-0.31406779,-0.110369115
Gonocalyx_costaricensis,2.674148649,2.327277706,-0.18385417,0.008725972,,
Gonocalyx_lilliae,2.48490665,2.2300144,-0.097897952,0.035544148,-0.281169134,0.015868486
Gonocalyx_megabracteolatus,2.602689685,2.079441542,,,,
Gonocalyx_portoricensis,2.564949357,2.525728644,,,,
Gonocalyx_pterocarpus,,,-0.24220049,-0.00562568,,
Grisebachia_ciliaris,,,0.055280903,0.000227992,0.170829003,0.000360991
Grisebachia_incana,,,-0.001201556,-0.05484763,0.215905297,0.020918851
Grisebachia_minutiflora,,,0.002226715,-0.115955054,0.106916615,-0.032156104
Grisebachia_nivenii,,,-0.054141966,0.011952583,0.239351406,-0.044218062
Grisebachia_parviflora,,,0.055288765,-0.093900973,0.211568074,-0.009073726
Grisebachia_plumosa,,,-0.029762378,-0.127856771,0.10872824,-0.043892322
Grisebachia_rigida,,,0.011005126,-0.042335813,0.233533877,-0.043437708
Grisebachia_secundiflora,,,0.000240396,0.022354842,0.035532392,-0.028562213
Harrimanella_hypnoides,0.693147181,,0.151871372,-0.096421349,0.212055251,-0.001368794
Harrimanella_stelleriana,1.098612289,,0.149071729,-0.139810088,0.451221258,-0.005915921
Hemitomes_congestum,2.351375257,,0.030860745,0.042815136,,
Hornemannia_racemosa,,,,,-0.26500361,-0.010953812
Hypopitys_monotropa,-6.907755279,0.139761942,,,0.360305262,-0.021615338
Kalmia_aggregata,2.055404964,,0.085936573,-0.227713349,,
Kalmia_angustifolia,1.835776355,,0.086370806,-0.258629509,,
Kalmia_buxifolia,-6.907755279,,,,,
Kalmia_carolina,,,0.053866828,-0.332774025,,
Kalmia_cuneata,2.400618833,,0.055844447,-0.282767738,,
Kalmia_ericoides,2.197224577,-0.105360516,0.08735747,-0.232652043,0.291721644,-0.053781028
Kalmia_hirsuta,2.054123734,,0.047633101,-0.168516319,,
Kalmia_latifolia,2.541601993,0.371563556,0.076762547,-0.197866706,0.08517933,-0.016416509
Kalmia_microphylla,1.89009537,,0.075660914,-0.234037304,,
Kalmia_polifolia,1.785070481,,0.051521604,-0.255596614,0.12553901,0.052448982
Kalmia_procumbens,0.693147181,,0.119898887,-0.116855754,,
Kalmia_simulata,1.601405741,,0.074789446,-0.252116403,,
Kalmiopsis_fragrans,0.693147181,0.955511445,0.074071265,-0.361275015,-0.073804883,-0.003684165
Kalmiopsis_leachiana,2.397895273,0.693147181,0.068330889,-0.321124878,0.04210867,-0.062760096
Lateropora_ovata,,,,,0.11024155,-0.17934523
Lebetanthus_myrsinites,1.291983682,-0.673344553,0.036173562,0.006075311,0.284967697,-0.008933383
Ledothamnus_guyanensis,-6.907755279,1.178654996,,,,
Ledothamnus_sessiliflorus,-6.907755279,1.252762968,,,,
Ledum_glandulosum,,,,,0.185620152,0.022390685
Leucopogon_blakei,,,-0.065571299,-0.061910203,,
Leucopogon_borealis,,,0.11335013,-0.036928398,-0.110266726,0.17631742
Leucopogon_bossiaea,0.223143551,0.09531018,0.1034368,-0.063413841,,
Leucopogon_cochlearifolius,,,-0.030372218,0.036214464,-0.162155892,0.056621784
Leucopogon_elegans,0.741937345,0.587786665,,,,
Leucopogon_ericoides,0.615185639,,,,,
Leucopogon_esquamatus,0.223143551,,,,,
Leucopogon_exolasius,1.208960346,,,,,
Leucopogon_extremus,-0.510825624,-1.203972804,0.110054356,-0.104663914,0.285001356,0.007671917
Leucopogon_fasciculatus,,,0.017534809,0.052253828,0.008330486,-0.018081778
Leucopogon_fletcheri,1.30833282,,,,,
Leucopogon_fraseri,1.504077397,,,,,
Leucopogon_grandiflorus,,,0.008450966,0.027210986,,
Leucopogon_juniperinus,1.894616855,,,,,
Leucopogon_lanceolatus,0.336472237,,,,,
Leucopogon_lavarackii,,,-0.071627912,0.036591675,,
Leucopogon_maritimus,,,0.009697875,0.06040203,-0.120339555,0.113633795
Leucopogon_neoanglicus,1.848454813,,,,,
Leucopogon_nitidus,,,0.085892101,-0.055850669,-0.176137758,0.164995958
Leucopogon_paradoxus,,,-0.166090117,0.035885336,-0.167715069,0.180665314
Leucopogon_parviflorus,0.672944473,0.31481074,0.02357437,-0.079665353,-0.131291895,0.187548889
Leucopogon_setiger,0.97455964,,,,,
Leucopogon_spectabilis,,,0.115725963,-0.045177472,-0.121510743,0.075908161
Leucopogon_stokesii,,,0.028784858,-0.023266908,-0.175245109,0.205365237
Leucopogon_tamminensis,1.360976553,0,-0.075734471,0.059059638,-0.052688764,0.094491112
Leucopogon_tenuicaulis,,,-0.089760679,0.025456938,-0.217112056,0.151612161
Leucopogon_validus,,,0.004246201,0.022412573,-0.124971628,0.127678722
Leucopogon_xerampelinus,0.09531018,-0.287682072,0.056053247,0.029008137,-0.118352071,0.25022062
Leucopogon_yorkensis,,,-0.090237503,-0.015203008,,
Leucothoe_axillaris,1.832581464,0.182321557,-0.023943135,0.061049095,,
Leucothoe_davisiae,1.924248652,0.438254931,-0.015301826,0.072422849,,
Leucothoe_fontanesiana,1.871802177,0.139761942,-0.027652409,0.065175892,,
Leucothoe_griffithiana,1.704748092,0.048790164,,,,
Leucothoe_keiskei,2.917770732,1.252762968,-0.049890191,0.038171098,-0.091291711,-0.025989592
Lissanthe_brevistyla,0.78845736,-0.693147181,0.062072012,0.073452687,0.005374101,0.102954102
Lissanthe_pleurandroides,1.280933845,-0.105360516,-0.142454804,0.017213651,0.208659464,0.065967746
Lissanthe_pluriloculata,1.147402453,-0.105360516,-0.023085435,-0.005984931,-0.010433537,0.145191635
Lissanthe_powelliae,0.854415328,-0.287682072,0.094509552,0.020088664,0.040939157,0.128893473
Lissanthe_rubicunda,1.32175584,-0.287682072,-0.161031912,0.033402237,-0.044736283,0.031495332
Lissanthe_sapida,1.840549633,0.667829373,-0.118541134,0.053192324,-0.042845027,0.068027863
Lissanthe_scabra,0.854415328,-0.105360516,4.05E-05,0.005776911,0.175251366,0.133761698
Lissanthe_strigosa,,,-0.015186259,0.020659354,0.066610669,0.101367387
Lissanthe_strigosa_strigosa,1.238374231,-0.162518929,,,,
Lissanthe_strigosa_subulata,1.238374231,-0.162518929,,,,
Loiseleuria_procumbens,1.386294361,,0.119757516,-0.25929336,,
Lyonia_affinis,1.749199855,0.182321557,0.124193915,0.087599524,,
Lyonia_alainii,1.386294361,0.139761942,0.310712184,0.080214656,0.133078067,0.200904459
Lyonia_alpina,1.749199855,0.262364264,0.035393448,0.073627453,0.015826598,0.22685487
Lyonia_buchii,2.079441542,0.559615788,0.207750595,-0.099303097,-0.001290134,0.167814241
Lyonia_chapaensis,1.609437912,0.09531018,0.143253444,0.130056714,-0.007073222,0.032528437
Lyonia_compta,1.446918983,0.223143551,0.235384716,0.102012448,-0.038430538,0.017018665
Lyonia_ekmanii,,,0.23240488,0.058027934,0.058363792,0.176447581
Lyonia_ferruginea,,,0.314654952,0.124587887,,
Lyonia_foliosa,,,,,0.072877153,0.103472359
Lyonia_fruticosa,1.32175584,,,,,
Lyonia_heptamera,2.351375257,1.098612289,0.142889924,0.07069243,0.031322804,0.158092904
Lyonia_jamaicensis,1.704748092,-0.051293294,0.074151752,0.087030472,0.042426276,0.132399945
Lyonia_latifolia,,,0.04057112,0.081411571,-0.012779334,0.193412033
Lyonia_ligustrina,1.178654996,-0.105360516,0.300872467,0.09348954,0.059422801,0.184378238
Lyonia_lucida,1.945910149,0.139761942,-0.048497354,0.105941179,-0.017057321,0.142750521
Lyonia_macrocalyx,,,,,-0.088428754,0.051518565
Lyonia_macrophylla,,,0.222178854,0.089570184,,
Lyonia_mariana,2.351375257,0.810930216,0.102065306,0.089785095,-0.113774372,0.023047308
Lyonia_microcarpa,1.32175584,-0.223143551,0.058887087,0.078384196,,
Lyonia_myrtilloides,,,0.142811957,0.027969616,0.037932837,0.144051997
Lyonia_nipensis,1.749199855,0.262364264,0.124646063,0.115157176,-0.075119644,0.232338834
Lyonia_obtusa,,,0.096079257,0.110441464,-0.03921402,0.113175609
Lyonia_octandra,1.178654996,-0.430782916,0.159118033,0.12969132,0.098363151,0.025795906
Lyonia_ovalifolia,,,0.039619801,0.082807398,-0.013014086,0.080283978
Lyonia_ovalifolia_ovalifolia,2.224623552,0.262364264,,,,
Lyonia_rubiginosa,1.871802177,0.336472237,0.044256912,0.086714921,,
Lyonia_squamulosa,,,0.178198656,0.074826921,,
Lyonia_stahlii,1.832581464,0.182321557,0.021495473,0.093977698,,
Lyonia_tinensis,1.504077397,-0.105360516,0.070407334,0.079847346,,
Lyonia_trinidadensis,1.32175584,-0.105360516,0.103611515,0.091359526,0.004839312,0.076425166
Lyonia_truncata,1.386294361,-0.162518929,0.066484233,0.090843352,0.045040129,0.17310806
Lyonia_tuerckheimii,2.047692843,0.223143551,0.061564615,0.100190036,0.020042826,0.185338497
Lyonia_urbaniana,1.446918983,-0.105360516,0.036398504,0.058016391,,
Lyonia_villosa,2.047692843,0.300104592,0.117075153,0.089700021,0.056215951,0.154296233
Lysiclesia_panamensis,3.555348061,1.704748092,,,,
Lysinema_ciliatum,2.302585093,1.178654996,-0.291504053,-0.032909233,,
Macleania_alata,3.017004409,2.149433913,-0.164459996,0.031605761,-0.211009027,-0.044055986
Macleania_coccoloboides,2.602689685,1.945910149,,,,
Macleania_cordifolia,,,-0.169853565,0.051418238,-0.203459048,-0.039122714
Macleania_floribunda,3.113515309,1.871802177,-0.208298991,0.032376959,,
Macleania_insignis,3.157000421,2.1102132,-0.19636162,0.03599813,-0.238134132,-0.045448883
Macleania_macrantha,,,-0.230452438,0.020916232,,
Macleania_penduliflora,3.091042453,1.945910149,-0.145870972,0.058142396,-0.261841238,-0.027264121
Macleania_pentaptera,,,-0.20245918,0.03243009,,
Macleania_punctata,,,,,-0.223850792,-0.021517928
Macleania_rupestris,2.862200881,2.35612586,-0.055694232,0.054303475,-0.231103204,-0.000648526
Macleania_subsessilis,3.03543364,1.835776355,-0.204929457,0.018723763,-0.200915177,-0.05684617
Macleania_talamancensis,2.197224577,1.945910149,-0.183161723,0.033260957,-0.262138796,-0.051841503
Melichrus_adpressus,1.360976553,,,,,
Melichrus_erubescens,1.208960346,,,,,
Melichrus_procumbens,0.810930216,,,,,
Melichrus_urceolatus,1.504077397,,,,,
Menziesia_ciliicalyx,,,0.030267473,0.079073323,-0.220363752,-0.007543262
Menziesia_ferruginea,2.079441542,,0.105805757,0.058374151,-0.158513698,0.018998325
Menziesia_lasiophylla,,,0.018120961,0.051971389,,
Menziesia_pentandra,1.871802177,,0.109331963,0.086471347,-0.124873093,-0.034273974
Menziesia_pilosa,2.197224577,,0.125329579,0.033295215,,
Menziesia_purpurea,,,0.011221306,0.036436836,,
Moneses_uniflora,-6.907755279,1.08180517,,,0.062946047,0.029733225
Monotropa_uniflora,-6.907755279,0.693147181,,,0.252539083,0.000238631
Monotropastrum_humile,-6.907755279,,,,,
Monotropsis_odorata,1.599387577,0.559615788,0.156894641,-0.009820033,0.455969182,-0.015976574
Monotropsis_reynoldsiae,1.53686722,-0.223143551,0.093772207,0.103619502,0.522476959,-0.026237538
Needhamiella_pumilio,,,-0.239449393,0.002780016,,
Notopora_schomburgkii,,,0.019995737,0.069070018,-0.166335969,-0.012204474
Oreanthes_glanduliferus,3.044522438,2.890371758,,,,
Oreothamnus_arboreus,,,,,0.219710001,-0.072090537
Oreothamnus_cockayneanus,,,0.073830796,0.024666937,0.078173191,-0.005703408
Oreothamnus_frondosus,,,-0.109579331,0.028689234,,
Oreothamnus_patens,,,,,-0.048901263,0.021893207
Oreothamnus_prostratus,,,,,0.092188568,-0.054417099
Oreothamnus_sinclairii,,,,,-0.015811929,-0.01048567
Orthaea_apophysata,3.044522438,1.386294361,,,,
Orthaea_bullata,2.351375257,0.78845736,-0.131080379,0.055143445,,
Orthaea_carnosiflora,3.314186005,1.667706821,-0.07238696,0.075263851,,
Orthaea_cordata,3.17805383,1.504077397,-0.263367087,-0.010014784,,
Orthaea_coriacea,2.674148649,0.916290732,,,,
Orthaea_fimbriata,2.995732274,1.252762968,-0.076506637,0.04512591,,
Orthaea_glandulifera,3.465735903,1.064710737,-0.209927865,0.000545452,,
Orthaea_ignea,2.708050201,1.609437912,-0.159794985,0.043213866,,
Orthaea_madidiensis,2.442347035,1.967112357,-0.031304633,0.077862054,-0.218797075,-0.066515138
Orthaea_medusula,2.351375257,1.08180517,-0.004983339,0.087345452,-0.128394908,0.020920512
Orthaea_minor,3.449987546,1.609437912,,,,
Orthaea_oedipus,3.526360525,1.16315081,,,,
Orthaea_panamensis,3.555348061,1.658228077,-0.1069716,0.054099327,-0.15310064,-0.023155005
Orthaea_paniculata,3.044522438,0.966983846,-0.124940438,0.038612441,,
Orthaea_stipitata,3.349904087,1.791759469,-0.170966487,0.0102076,,
Orthaea_weberbaueri,2.803360381,0.916290732,,,,
Orthilia_secunda,-6.907755279,0.405465108,,,0.136825994,0.053444101
Oxydendrum_arboreum,1.704748092,,0.150982858,0.087820027,,
Paphia_neocaledonica,3.218875825,2.423031246,-0.149161433,0.022048326,,
Paphia_paniensis,3.401197382,3.04927304,-0.018598598,0.016376298,-0.305434437,0.010880021
Pellegrinia_coccinea,3.80666249,1.481604541,,,,
Pellegrinia_hirsuta,2.862200881,3.044522438,,,,
Pentachondra_dehiscens,0.438254931,0.139761942,0.080388452,0.058580724,,
Pentachondra_ericifolia,,,-0.074941408,0.010890712,0.017818052,0.039162468
Pernettya_prostrata,1.658228077,-0.562118918,0.173388869,0.095293722,0.241188745,0.009836474
Pernettya_rigida,1.827769907,0.693147181,0.129574078,0.01678065,-0.031312744,0.01383588
Pernettyopsis_malayana,1.704748092,,,,-0.037199019,0.018100909
Phyllodoce_aleutica,1.871802177,,,,,
Phyllodoce_breweri,1.504077397,,,,,
Phyllodoce_caerulea,1.871802177,,0.021522674,0.059891152,-0.015676438,0.000716146
Phyllodoce_deflexa,2.079441542,0.470003629,-0.1085321,0.041171849,0.024481897,-0.027948024
Phyllodoce_empetriformis,1.504077397,,0.040292244,-0.027009689,-0.114522544,0.018294927
Phyllodoce_glanduliflora,1.871802177,,0.116652712,0.079834568,-0.059922539,0.078426488
Phyllodoce_nipponica,,,0.120319651,-0.048254818,,
